Usage_Date,Project_ID,Source_Region,Destination_Region,Transfer_Type,Data_Volume_GB,Network_Cost
2026-03-09 00:00:00,proj-004,australia-southeast1,australia-southeast1,Load Balancing,486.04,91.57
2026-04-25 00:00:00,proj-042,europe-west1,europe-west1,Internet Egress,52.81,46.38
2025-04-05 00:00:00,proj-020,us-east4,europe-west1,Load Balancing,232.02,4.57
2025-08-02 00:00:00,proj-004,us-central1,asia-south1,Cloud NAT,494.95,82.58
2026-01-04 00:00:00,proj-002,us-central1,us-east4,Internet Egress,302.86,43.8
2025-11-30 00:00:00,proj-069,australia-southeast1,Internet,Cloud NAT,132.84,84.96
2025-04-18 00:00:00,proj-014,us-east4,europe-west1,Cloud NAT,434.34,33.9
2026-05-05 00:00:00,proj-080,australia-southeast1,australia-southeast1,Cloud NAT,210.01,26.46
2025-08-27 00:00:00,proj-053,us-east4,Internet,Inter-region Egress,78.98,79.99
2025-08-17 00:00:00,proj-059,australia-southeast1,asia-south1,Internet Egress,414.63,42.24
2025-12-24 00:00:00,proj-080,australia-southeast1,us-central1,Intra-region Egress,203.3,90.98
2026-03-09 00:00:00,proj-054,europe-west1,us-central1,Internet Egress,141.32,11.67
2026-02-21 00:00:00,proj-009,asia-south1,australia-southeast1,Intra-region Egress,401.55,40.74
2025-08-23 00:00:00,proj-058,us-central1,asia-south1,Internet Egress,249.27,98.99
2025-06-30 00:00:00,proj-075,europe-west1,us-east4,Load Balancing,12.47,31.31
2025-09-12 00:00:00,proj-066,us-east4,Internet,Cloud NAT,134.81,70.16
2025-06-27 00:00:00,proj-061,europe-west1,us-central1,Load Balancing,120.51,60.11
2025-12-01 00:00:00,proj-024,us-east4,Internet,Load Balancing,278.07,40.7
2025-02-22 00:00:00,proj-037,asia-south1,us-central1,Internet Egress,83.08,33.88
2026-04-02 00:00:00,proj-008,europe-west1,us-east4,Load Balancing,90.1,46.38
2025-02-09 00:00:00,proj-019,asia-south1,europe-west1,Load Balancing,420.95,82.37
2026-01-07 00:00:00,proj-056,europe-west1,us-east4,Internet Egress,193.25,46.42
2025-02-07 00:00:00,proj-068,us-central1,Internet,Intra-region Egress,431.24,72.59
2025-03-09 00:00:00,proj-063,us-central1,australia-southeast1,Cloud NAT,422.21,10.94
2025-10-17 00:00:00,proj-003,europe-west1,us-east4,Load Balancing,362.2,2.57
2025-12-10 00:00:00,proj-060,europe-west1,Internet,Load Balancing,172.93,58.88
2025-05-25 00:00:00,proj-070,europe-west1,europe-west1,Load Balancing,70.79,75.06
2025-11-02 00:00:00,proj-025,australia-southeast1,asia-south1,Intra-region Egress,81.96,61.28
2026-02-02 00:00:00,proj-028,asia-south1,us-central1,Intra-region Egress,4.02,95.45
2025-07-20 00:00:00,proj-080,us-central1,europe-west1,Intra-region Egress,271.62,60.57
2025-06-15 00:00:00,proj-037,asia-south1,asia-south1,Internet Egress,201.16,52.74
2026-04-20 00:00:00,proj-044,australia-southeast1,us-central1,Cloud NAT,116.16,22.94
2025-01-19 00:00:00,proj-074,australia-southeast1,us-central1,Load Balancing,201.94,9.9
2025-04-20 00:00:00,proj-057,europe-west1,australia-southeast1,Internet Egress,467.77,34.59
2026-03-26 00:00:00,proj-058,us-east4,us-central1,Intra-region Egress,143.03,27.96
2025-07-09 00:00:00,proj-070,europe-west1,Internet,Internet Egress,382.47,58.18
2025-07-18 00:00:00,proj-006,US-EAST4,us-east4,Intra-region Egress,414.78,74.42
2025-11-22 00:00:00,proj-013,us-central1,us-east4,Cloud NAT,436.12,14.28
2025-03-30 00:00:00,proj-072,asia-south1,europe-west1,Intra-region Egress,3.46,81.15
2026-04-08 00:00:00,proj-064,us-central1,us-central1,Internet Egress,120.74,48.27
2025-04-06 00:00:00,proj-020,asia-south1,us-east4,Internet Egress,63.94,70.33
2026-04-25 00:00:00,proj-018,australia-southeast1,europe-west1,Cloud NAT,295.37,27.06
2025-12-12 00:00:00,proj-021,US-EAST4,Internet,Internet Egress,281.85,84.8
2025-11-12 00:00:00,proj-076,europe-west1,us-east4,Cloud NAT,98.89,97.69
2025-09-22 00:00:00,proj-079,europe-west1,us-east4,Inter-region Egress,419.02,67.03
2025-03-22 00:00:00,proj-007,australia-southeast1,australia-southeast1,Intra-region Egress,152.72,94.07
2025-06-26 00:00:00,proj-048,US-CENTRAL1,us-central1,Intra-region Egress,154.13,99.68
2025-04-25 00:00:00,proj-079,asia-south1,us-central1,Internet Egress,96.34,21.61
2025-04-23 00:00:00,proj-024,asia-south1,Internet,Intra-region Egress,363.95,26.64
2025-09-19 00:00:00,proj-051,europe-west1,Internet,Intra-region Egress,247.84,12.91
2025-12-15 00:00:00,proj-077,AUSTRALIA-SOUTHEAST1,Internet,Internet Egress,91.76,50.39
2025-07-28 00:00:00,proj-038,europe-west1,us-east4,Internet Egress,365.13,74.64
2026-04-08 00:00:00,proj-003,us-central1,asia-south1,Cloud NAT,191.53,71.16
2026-02-09 00:00:00,proj-052,australia-southeast1,australia-southeast1,Load Balancing,168.39,76.52
2025-12-14 00:00:00,proj-027,us-east4,australia-southeast1,Intra-region Egress,109.82,38.33
2025-08-17 00:00:00,proj-079,us-east4,europe-west1,Inter-region Egress,486.68,57.99
2026-02-28 00:00:00,proj-004,australia-southeast1,Internet,Cloud NAT,118.14,85.5
2025-07-20 00:00:00,proj-005,us-east4,Internet,Internet Egress,151.42,91.29
2025-03-07 00:00:00,proj-051,us-central1,Internet,Load Balancing,66.62,49.11
2026-01-29 00:00:00,proj-071,asia-south1,us-east4,Internet Egress,277.34,1.96
2025-03-28 00:00:00,proj-010,asia-south1,australia-southeast1,Load Balancing,0.73,6.59
2025-03-08 00:00:00,proj-001,us-east4,australia-southeast1,Cloud NAT,203.33,87.37
2025-11-29 00:00:00,proj-058,australia-southeast1,us-central1,Internet Egress,499.57,73.48
2025-08-27 00:00:00,proj-064,us-central1,asia-south1,Load Balancing,423.94,64.66
2025-10-29 00:00:00,proj-070,europe-west1,Internet,Internet Egress,221.59,28.18
2025-02-25 00:00:00,proj-047,europe-west1,australia-southeast1,Load Balancing,366.52,26.32
2025-08-03 00:00:00,proj-050,us-central1,europe-west1,Load Balancing,41.6,81.39
2025-03-03 00:00:00,proj-007,us-east4,europe-west1,Internet Egress,13.89,81
2026-02-21 00:00:00,proj-043,us-east4,us-central1,Intra-region Egress,3.89,88.47
2025-01-10 00:00:00,proj-018,asia-south1,us-east4,Intra-region Egress,189.17,11.29
2025-07-20 00:00:00,proj-025,asia-south1,australia-southeast1,Intra-region Egress,425.22,81.41
2026-03-27 00:00:00,proj-067,europe-west1,asia-south1,Internet Egress,459.76,63.48
2025-04-25 00:00:00,proj-062,australia-southeast1,australia-southeast1,Intra-region Egress,408.19,76.38
2025-01-14 00:00:00,proj-027,asia-south1,us-east4,Load Balancing,283,16.79
2025-11-30 00:00:00,proj-007,asia-south1,us-central1,Load Balancing,368.79,24.9
2026-02-26 00:00:00,proj-065,asia-south1,us-central1,Load Balancing,494.19,43.85
2025-07-03 00:00:00,proj-047,us-central1,europe-west1,Internet Egress,74.9,61.56
2025-07-14 00:00:00,proj-013,europe-west1,asia-south1,Intra-region Egress,5.64,77.83
2025-04-25 00:00:00,proj-068,us-east4,europe-west1,Intra-region Egress,223.98,99.27
2025-09-20 00:00:00,proj-049,asia-south1,australia-southeast1,Internet Egress,396.19,12.4
2026-01-09 00:00:00,proj-050,europe-west1,us-east4,Intra-region Egress,464.66,0.28
2026-01-05 00:00:00,proj-067,us-east4,australia-southeast1,Load Balancing,480.17,10.67
2025-08-03 00:00:00,proj-059,US-CENTRAL1,australia-southeast1,Load Balancing,282.73,1.54
2026-04-04 00:00:00,proj-001,us-east4,us-central1,Inter-region Egress,79.32,65.41
2025-01-02 00:00:00,proj-069,australia-southeast1,asia-south1,Intra-region Egress,303.3,10.29
2026-04-30 00:00:00,proj-037,us-central1,us-east4,Load Balancing,459.84,59.65
2025-12-17 00:00:00,proj-062,us-east4,us-east4,Load Balancing,439.6,2.78
2025-02-09 00:00:00,proj-040,us-central1,europe-west1,Inter-region Egress,246.97,96.32
2026-01-26 00:00:00,proj-056,australia-southeast1,europe-west1,Intra-region Egress,282.1,47.87
2025-12-08 00:00:00,proj-030,US-EAST4,australia-southeast1,Internet Egress,248.72,19.07
2025-08-06 00:00:00,proj-029,us-east4,us-east4,Load Balancing,421.52,19.91
2026-04-05 00:00:00,proj-030,us-central1,Internet,Cloud NAT,326.99,23.26
2025-10-04 00:00:00,proj-054,asia-south1,Internet,Intra-region Egress,312.22,37.49
2025-12-04 00:00:00,proj-068,europe-west1,asia-south1,Inter-region Egress,296.91,47.15
2026-04-22 00:00:00,proj-044,europe-west1,us-central1,Inter-region Egress,259.72,70.63
2025-07-25 00:00:00,proj-052,us-east4,us-central1,Inter-region Egress,243.76,7.92
2025-05-02 00:00:00,proj-041,australia-southeast1,europe-west1,Cloud NAT,149.56,92.17
2025-04-07 00:00:00,proj-046,US-CENTRAL1,us-central1,Internet Egress,128.42,52.23
2026-03-02 00:00:00,proj-061,us-east4,Internet,Inter-region Egress,267.17,24.48
2025-12-19 00:00:00,proj-044,europe-west1,us-central1,Inter-region Egress,292.12,87.79
2025-08-02 00:00:00,proj-038,europe-west1,us-central1,Inter-region Egress,112.18,40.85
2025-07-31 00:00:00,proj-049,us-central1,australia-southeast1,Inter-region Egress,220.12,65.3
2026-04-11 00:00:00,proj-032,australia-southeast1,australia-southeast1,Internet Egress,354.04,34.19
2025-09-17 00:00:00,proj-073,europe-west1,us-central1,Cloud NAT,290.63,52.54
2025-06-03 00:00:00,proj-019,asia-south1,Internet,Load Balancing,451.58,72.51
2026-04-21 00:00:00,proj-079,us-central1,australia-southeast1,Load Balancing,207.81,83.44
2026-04-10 00:00:00,proj-080,europe-west1,asia-south1,Inter-region Egress,431.93,95.25
2025-07-31 00:00:00,proj-010,australia-southeast1,Internet,Load Balancing,284.07,54.14
2025-12-14 00:00:00,proj-019,asia-south1,Internet,Inter-region Egress,353.04,48.52
2025-12-20 00:00:00,proj-016,us-central1,us-central1,Intra-region Egress,313.44,91.22
2026-05-08 00:00:00,proj-045,AUSTRALIA-SOUTHEAST1,us-central1,Load Balancing,98.61,17.66
2025-10-01 00:00:00,proj-001,us-central1,australia-southeast1,Inter-region Egress,19.63,83.57
2025-10-16 00:00:00,proj-005,us-central1,Internet,Intra-region Egress,99.98,96.45
2025-07-17 00:00:00,proj-070,us-central1,europe-west1,Cloud NAT,112.92,27.14
2026-01-31 00:00:00,proj-072,europe-west1,australia-southeast1,Cloud NAT,28.83,77.27
2026-01-25 00:00:00,proj-010,us-central1,asia-south1,Cloud NAT,466.23,51.96
2025-04-16 00:00:00,proj-016,us-central1,Internet,Intra-region Egress,110.3,12.69
2025-09-11 00:00:00,proj-006,us-central1,us-central1,Load Balancing,86.02,76.53
2025-10-04 00:00:00,proj-051,us-east4,us-central1,Intra-region Egress,237.45,66.38
2025-04-22 00:00:00,proj-068,us-central1,asia-south1,Load Balancing,389.03,3.41
2025-04-04 00:00:00,proj-056,australia-southeast1,europe-west1,Intra-region Egress,219.01,42.25
2025-08-27 00:00:00,proj-008,us-central1,australia-southeast1,Internet Egress,465.4,36.35
2025-07-04 00:00:00,proj-011,us-central1,asia-south1,Cloud NAT,368.27,44.09
2026-02-28 00:00:00,proj-034,europe-west1,Internet,Load Balancing,243.5,88.7
2025-03-25 00:00:00,proj-005,australia-southeast1,europe-west1,Load Balancing,103.96,60.06
2025-03-08 00:00:00,proj-066,us-east4,us-east4,Cloud NAT,127.94,88.86
2026-04-20 00:00:00,proj-013,us-central1,us-central1,Load Balancing,213.78,74.69
2025-08-08 00:00:00,proj-049,us-east4,us-central1,,275.82,37.54
2025-02-06 00:00:00,proj-078,us-east4,asia-south1,Cloud NAT,266.69,94.01
2025-10-30 00:00:00,proj-072,asia-south1,europe-west1,Internet Egress,470.5,42.77
2025-12-04 00:00:00,proj-013,europe-west1,asia-south1,Intra-region Egress,43.56,65.8
2025-07-09 00:00:00,proj-036,us-east4,australia-southeast1,Intra-region Egress,435.23,18.48
2026-04-30 00:00:00,proj-062,australia-southeast1,us-east4,Load Balancing,484.19,32.32
2025-09-15 00:00:00,proj-077,australia-southeast1,Internet,Inter-region Egress,367.72,10.25
2025-02-03 00:00:00,proj-078,us-east4,us-central1,Inter-region Egress,81.86,57.64
2026-01-14 00:00:00,proj-059,us-east4,europe-west1,Load Balancing,84.39,89.22
2025-10-21 00:00:00,proj-024,us-east4,asia-south1,Intra-region Egress,406.44,49.37
2025-08-13 00:00:00,proj-047,australia-southeast1,asia-south1,Internet Egress,106.67,71.5
2026-05-13 00:00:00,proj-079,asia-south1,europe-west1,Cloud NAT,209.74,78.94
2025-01-05 00:00:00,proj-007,asia-south1,australia-southeast1,Intra-region Egress,444.52,47.94
2025-10-24 00:00:00,proj-049,europe-west1,australia-southeast1,Internet Egress,272.79,31.36
2025-06-07 00:00:00,proj-004,asia-south1,us-east4,Intra-region Egress,294.16,13.15
2025-11-24 00:00:00,proj-041,australia-southeast1,us-east4,Inter-region Egress,184.46,40.24
2025-02-22 00:00:00,proj-022,europe-west1,us-east4,Load Balancing,382.48,71.96
2025-01-07 00:00:00,proj-032,europe-west1,Internet,Inter-region Egress,370.43,84.25
2026-01-17 00:00:00,proj-070,asia-south1,Internet,Intra-region Egress,479.16,73.33
2025-10-01 00:00:00,proj-040,us-east4,Internet,Internet Egress,424.17,20.79
2026-02-02 00:00:00,proj-052,us-central1,europe-west1,Cloud NAT,145.68,3.06
2025-11-23 00:00:00,proj-065,EUROPE-WEST1,us-east4,Intra-region Egress,275.69,25.37
2025-10-04 00:00:00,proj-052,asia-south1,asia-south1,Internet Egress,116.05,55.25
2025-09-30 00:00:00,proj-053,europe-west1,australia-southeast1,Intra-region Egress,115.44,34.46
2026-03-17 00:00:00,proj-063,australia-southeast1,australia-southeast1,Load Balancing,234.92,35.44
2026-02-17 00:00:00,proj-046,australia-southeast1,asia-south1,Cloud NAT,52.91,66.32
2025-01-13 00:00:00,proj-018,asia-south1,us-central1,Intra-region Egress,252.5,11.39
2026-01-10 00:00:00,proj-078,us-east4,australia-southeast1,Inter-region Egress,488.99,17.93
2025-08-04 00:00:00,proj-010,US-CENTRAL1,europe-west1,Cloud NAT,421.11,80.81
2025-03-09 00:00:00,proj-015,australia-southeast1,Internet,Internet Egress,466.88,11.5
2025-05-04 00:00:00,proj-017,australia-southeast1,europe-west1,Cloud NAT,77.51,90.65
2026-05-10 00:00:00,proj-002,us-central1,asia-south1,Internet Egress,115.4,56.73
2026-01-31 00:00:00,proj-007,asia-south1,Internet,Inter-region Egress,293.41,29.08
2025-10-15 00:00:00,proj-022,us-central1,europe-west1,Intra-region Egress,309.76,48.42
2025-08-20 00:00:00,proj-071,us-east4,us-central1,Internet Egress,19.15,35.02
2025-04-12 00:00:00,proj-024,us-east4,australia-southeast1,Load Balancing,126.29,98.77
2025-03-24 00:00:00,proj-078,europe-west1,australia-southeast1,Load Balancing,423.18,34.61
2026-05-07 00:00:00,proj-064,us-east4,us-central1,Load Balancing,82.66,69.37
2025-12-12 00:00:00,proj-025,asia-south1,us-central1,Intra-region Egress,228.95,12.88
2025-09-29 00:00:00,proj-032,us-east4,australia-southeast1,Inter-region Egress,285.27,33.76
2025-04-16 00:00:00,proj-072,europe-west1,us-central1,Intra-region Egress,328.45,83.42
2025-07-07 00:00:00,proj-064,us-east4,us-east4,Inter-region Egress,245.9,47.04
2025-12-03 00:00:00,proj-003,us-east4,europe-west1,Intra-region Egress,188.57,94.86
2025-08-06 00:00:00,proj-038,europe-west1,us-central1,Internet Egress,460.43,64.76
2025-02-19 00:00:00,proj-074,australia-southeast1,Internet,Inter-region Egress,427.6,16.08
2026-03-18 00:00:00,proj-013,us-east4,us-central1,Inter-region Egress,478.82,11.14
2025-11-19 00:00:00,proj-003,us-east4,us-central1,Intra-region Egress,145.44,21.97
2026-05-11 00:00:00,proj-063,australia-southeast1,asia-south1,Cloud NAT,401.13,31.37
2026-04-29 00:00:00,proj-037,europe-west1,us-central1,Load Balancing,449.93,67.73
2025-01-30 00:00:00,proj-055,europe-west1,asia-south1,Load Balancing,21.37,97.13
2025-09-05 00:00:00,proj-065,us-east4,us-central1,Internet Egress,376.31,56.42
2026-01-22 00:00:00,proj-014,asia-south1,Internet,Intra-region Egress,136.78,27.86
2025-04-29 00:00:00,proj-068,europe-west1,us-east4,Inter-region Egress,318.11,28.15
2025-04-21 00:00:00,proj-062,us-central1,us-east4,Cloud NAT,311.14,85.77
2025-10-20 00:00:00,proj-007,australia-southeast1,us-central1,Inter-region Egress,216.99,89.08
2025-01-10 00:00:00,proj-011,australia-southeast1,Internet,Load Balancing,339.42,75.99
2025-02-18 00:00:00,proj-042,australia-southeast1,us-east4,Load Balancing,188.37,85.88
2025-04-21 00:00:00,proj-059,australia-southeast1,Internet,Intra-region Egress,142.12,25.29
2025-09-03 00:00:00,proj-027,AUSTRALIA-SOUTHEAST1,asia-south1,Cloud NAT,232.75,13.28
2026-02-05 00:00:00,proj-055,australia-southeast1,australia-southeast1,Intra-region Egress,360.86,44.97
2025-04-06 00:00:00,proj-004,europe-west1,europe-west1,Intra-region Egress,10.43,60.77
2025-08-18 00:00:00,proj-050,europe-west1,asia-south1,Inter-region Egress,394.16,22.3
2026-02-12 00:00:00,proj-067,australia-southeast1,australia-southeast1,Load Balancing,261.79,82.34
2025-08-11 00:00:00,proj-050,asia-south1,australia-southeast1,Cloud NAT,271.7,49.79
2026-01-05 00:00:00,proj-068,europe-west1,us-east4,Load Balancing,385.91,31.81
2025-02-01 00:00:00,proj-078,us-east4,Internet,Inter-region Egress,133.98,32.66
2026-03-04 00:00:00,proj-028,us-central1,Internet,Load Balancing,306.8,27.4
2026-04-17 00:00:00,proj-044,australia-southeast1,Internet,Intra-region Egress,223.73,50.5
2025-04-14 00:00:00,proj-037,us-central1,asia-south1,Load Balancing,126.17,47.61
2025-12-28 00:00:00,proj-005,us-central1,australia-southeast1,Load Balancing,469.41,61.21
2025-12-07 00:00:00,proj-054,europe-west1,europe-west1,Intra-region Egress,72.22,11.63
2025-12-21 00:00:00,proj-060,EUROPE-WEST1,europe-west1,Load Balancing,383.49,81.18
2025-03-26 00:00:00,proj-002,australia-southeast1,asia-south1,Load Balancing,259.67,78.73
2025-03-17 00:00:00,proj-008,us-east4,asia-south1,Internet Egress,162.45,4.96
2025-05-23 00:00:00,proj-021,europe-west1,us-central1,Internet Egress,185.08,40.19
2026-01-11 00:00:00,proj-011,asia-south1,europe-west1,Load Balancing,404.59,29.46
2025-03-17 00:00:00,proj-018,australia-southeast1,Internet,Inter-region Egress,254.51,27.13
2025-08-05 00:00:00,proj-079,asia-south1,us-central1,Load Balancing,240.45,37.03
2025-09-16 00:00:00,proj-013,europe-west1,australia-southeast1,Inter-region Egress,375.95,63.75
2025-11-30 00:00:00,proj-046,asia-south1,us-east4,Load Balancing,203.55,98.9
2025-01-17 00:00:00,proj-077,us-central1,us-east4,Cloud NAT,108.78,16.27
2025-08-25 00:00:00,proj-030,asia-south1,us-central1,Load Balancing,240.21,68.05
2025-11-13 00:00:00,proj-033,australia-southeast1,Internet,Cloud NAT,327.56,81.02
2025-12-29 00:00:00,proj-060,us-east4,us-central1,Intra-region Egress,265.59,56.32
2025-04-01 00:00:00,proj-030,us-central1,asia-south1,Intra-region Egress,381.15,86.62
2025-06-15 00:00:00,proj-052,AUSTRALIA-SOUTHEAST1,us-central1,Internet Egress,101.35,69.66
2026-02-12 00:00:00,proj-079,us-central1,australia-southeast1,Load Balancing,397.86,85.72
2026-03-17 00:00:00,proj-032,asia-south1,asia-south1,Load Balancing,147.97,14.27
2025-12-29 00:00:00,proj-073,US-CENTRAL1,us-east4,Inter-region Egress,177.77,6.18
2026-01-09 00:00:00,proj-057,europe-west1,australia-southeast1,Intra-region Egress,54.05,16.61
2025-09-19 00:00:00,proj-048,australia-southeast1,Internet,Load Balancing,158.8,82.58
2026-04-15 00:00:00,proj-062,us-central1,europe-west1,Intra-region Egress,235.74,94.56
2025-05-08 00:00:00,proj-059,us-east4,australia-southeast1,Intra-region Egress,464.09,65.47
2026-02-15 00:00:00,proj-002,us-east4,asia-south1,Cloud NAT,7.73,71.09
2026-01-06 00:00:00,proj-020,australia-southeast1,australia-southeast1,Inter-region Egress,195.13,54.13
2025-11-14 00:00:00,proj-028,us-east4,europe-west1,Load Balancing,190.59,48.03
2025-11-29 00:00:00,proj-078,europe-west1,europe-west1,Load Balancing,376.27,91.98
2026-03-21 00:00:00,proj-028,us-east4,asia-south1,Load Balancing,239.71,67.76
2025-11-30 00:00:00,proj-063,europe-west1,asia-south1,Load Balancing,375.09,27.82
2026-03-02 00:00:00,proj-024,europe-west1,australia-southeast1,Inter-region Egress,205.76,51.09
2026-02-27 00:00:00,proj-034,us-central1,europe-west1,Internet Egress,438.84,72.32
2025-02-01 00:00:00,proj-045,us-central1,us-east4,Internet Egress,58.16,79.1
2025-03-06 00:00:00,proj-031,us-central1,Internet,Load Balancing,438.01,71.28
2025-05-05 00:00:00,proj-042,australia-southeast1,asia-south1,Cloud NAT,460.57,16.82
2025-07-23 00:00:00,proj-060,US-EAST4,us-east4,Load Balancing,159.81,58.07
2025-04-07 00:00:00,proj-073,australia-southeast1,Internet,Internet Egress,358.07,59.37
2025-10-18 00:00:00,proj-022,us-central1,Internet,Inter-region Egress,106.82,15.44
2026-01-14 00:00:00,proj-007,asia-south1,Internet,Intra-region Egress,123.48,83.96
2025-02-06 00:00:00,proj-008,us-east4,us-central1,Intra-region Egress,324.16,90.66
2025-04-06 00:00:00,proj-011,AUSTRALIA-SOUTHEAST1,europe-west1,Internet Egress,5.38,2.09
2025-12-10 00:00:00,proj-076,asia-south1,europe-west1,Cloud NAT,484.78,5.03
2025-07-09 00:00:00,proj-019,europe-west1,australia-southeast1,Cloud NAT,447.18,60.33
2026-04-13 00:00:00,proj-077,us-east4,australia-southeast1,Cloud NAT,395.56,9.11
2026-03-09 00:00:00,proj-026,australia-southeast1,Internet,Intra-region Egress,267.46,90.4
2026-02-15 00:00:00,proj-020,europe-west1,us-central1,Load Balancing,271.54,27.54
2025-10-27 00:00:00,proj-076,us-central1,Internet,Load Balancing,16.94,74.24
2025-12-26 00:00:00,proj-014,us-central1,us-east4,Load Balancing,417.9,60.83
2025-02-10 00:00:00,proj-052,us-central1,Internet,Intra-region Egress,61.31,70.86
2026-02-13 00:00:00,proj-031,us-east4,us-central1,Intra-region Egress,359.27,51.17
2025-12-26 00:00:00,proj-035,us-central1,Internet,Internet Egress,83.42,28.66
2026-02-23 00:00:00,proj-033,asia-south1,Internet,Inter-region Egress,117.94,78.59
2025-04-11 00:00:00,proj-044,australia-southeast1,asia-south1,Internet Egress,2.14,57.33
2025-08-23 00:00:00,proj-045,australia-southeast1,us-east4,Internet Egress,33.45,53.51
2025-08-19 00:00:00,proj-072,asia-south1,australia-southeast1,Inter-region Egress,400.12,94.93
2025-08-04 00:00:00,proj-045,us-central1,asia-south1,Inter-region Egress,245.26,46.74
2026-04-11 00:00:00,proj-075,us-east4,europe-west1,Cloud NAT,472.93,75.8
2025-04-16 00:00:00,proj-039,asia-south1,us-east4,Cloud NAT,40.28,68.71
2025-01-10 00:00:00,proj-004,australia-southeast1,us-central1,Internet Egress,374.49,8.4
2026-01-09 00:00:00,proj-003,US-CENTRAL1,Internet,Intra-region Egress,241.72,25.06
2025-02-08 00:00:00,proj-078,us-central1,europe-west1,Cloud NAT,75.49,51.21
2026-03-27 00:00:00,proj-076,us-east4,Internet,Cloud NAT,434.82,1.91
2025-07-26 00:00:00,proj-004,us-east4,us-central1,Cloud NAT,202.48,27.82
2026-03-16 00:00:00,proj-052,asia-south1,asia-south1,Cloud NAT,285.67,92.73
2025-03-11 00:00:00,proj-073,us-east4,australia-southeast1,Load Balancing,369.71,90.06
2025-03-10 00:00:00,proj-047,australia-southeast1,us-central1,,57.46,17.08
2025-12-23 00:00:00,proj-065,us-central1,us-central1,Load Balancing,142.55,30.79
2025-04-23 00:00:00,proj-068,europe-west1,asia-south1,Load Balancing,433.93,30.56
2025-03-28 00:00:00,proj-026,us-central1,us-east4,Load Balancing,75.13,83.18
2025-03-26 00:00:00,proj-058,us-east4,us-east4,Load Balancing,402.45,76.03
2025-05-11 00:00:00,proj-030,asia-south1,asia-south1,Internet Egress,50.27,16
2025-12-16 00:00:00,proj-079,europe-west1,europe-west1,Cloud NAT,92.71,20.88
2025-06-05 00:00:00,proj-033,australia-southeast1,Internet,Intra-region Egress,271.82,14.06
2025-08-10 00:00:00,proj-069,us-east4,australia-southeast1,Load Balancing,282.6,51.15
2025-04-30 00:00:00,proj-046,us-east4,europe-west1,Internet Egress,311.14,83.3
2025-04-17 00:00:00,proj-014,asia-south1,asia-south1,Cloud NAT,80.66,24.53
2025-08-15 00:00:00,proj-042,ASIA-SOUTH1,Internet,Internet Egress,419.4,56.93
2026-04-27 00:00:00,proj-072,us-east4,us-central1,Intra-region Egress,80.62,58.14
2025-01-08 00:00:00,proj-002,australia-southeast1,Internet,Cloud NAT,436.01,68.85
2025-01-01 00:00:00,proj-005,us-central1,Internet,Internet Egress,213.85,47.52
2026-01-23 00:00:00,proj-020,australia-southeast1,europe-west1,Load Balancing,300.3,5.91
2025-10-17 00:00:00,proj-010,us-east4,us-central1,Load Balancing,174.39,43.1
2026-04-30 00:00:00,proj-006,europe-west1,us-east4,Cloud NAT,162.25,0.73
2025-12-07 00:00:00,proj-067,australia-southeast1,us-east4,Cloud NAT,133.89,34.67
2026-02-08 00:00:00,proj-003,us-central1,us-central1,Intra-region Egress,91.72,55.71
2025-05-21 00:00:00,proj-031,us-central1,us-east4,Load Balancing,180.62,99.6
2025-12-10 00:00:00,proj-051,us-central1,asia-south1,Inter-region Egress,104.35,18.92
2025-10-31 00:00:00,proj-038,australia-southeast1,us-central1,Inter-region Egress,462.93,23.14
2025-01-30 00:00:00,proj-018,us-east4,us-central1,Inter-region Egress,296.38,58.96
2025-06-23 00:00:00,proj-029,europe-west1,asia-south1,Internet Egress,406.21,74.37
2025-02-01 00:00:00,proj-054,australia-southeast1,asia-south1,Inter-region Egress,275.28,70.5
2025-12-19 00:00:00,proj-008,us-central1,australia-southeast1,Inter-region Egress,325.26,71.2
2026-01-06 00:00:00,proj-053,us-east4,us-central1,Inter-region Egress,266.95,12.34
2025-04-20 00:00:00,proj-041,europe-west1,europe-west1,Load Balancing,144.66,56.68
2025-08-11 00:00:00,proj-020,europe-west1,us-east4,Cloud NAT,237.13,64.7
2025-10-03 00:00:00,proj-046,europe-west1,asia-south1,Load Balancing,16.04,12.14
2026-04-10 00:00:00,proj-031,europe-west1,us-east4,Inter-region Egress,354.06,89.08
2025-08-06 00:00:00,proj-022,us-central1,europe-west1,Cloud NAT,343.72,4.67
2026-03-26 00:00:00,proj-057,us-east4,us-east4,Internet Egress,427.82,62.03
2026-01-05 00:00:00,proj-017,europe-west1,us-east4,Inter-region Egress,171.34,34.91
2025-11-06 00:00:00,proj-075,us-central1,us-east4,Inter-region Egress,154.11,98.27
2026-02-19 00:00:00,proj-023,asia-south1,us-central1,Inter-region Egress,250.72,44.25
2025-04-24 00:00:00,proj-007,us-east4,australia-southeast1,Internet Egress,301.62,35.89
2025-08-04 00:00:00,proj-016,europe-west1,us-east4,Cloud NAT,356.47,29.54
2025-12-18 00:00:00,proj-013,europe-west1,us-central1,Internet Egress,82.38,52.63
2026-02-25 00:00:00,proj-015,us-central1,australia-southeast1,Intra-region Egress,142.71,94.2
2025-06-30 00:00:00,proj-074,europe-west1,australia-southeast1,Load Balancing,288.07,21.84
2025-06-25 00:00:00,proj-013,us-east4,asia-south1,Internet Egress,133.62,84.06
