Usage_Start_Date,Project_ID,SKU_ID,Location,Usage_Amount,Gross_Cost,Credits_Amount
28-09-2025,proj-026,sku-103,us-east4,985.45,320.58,-32.058
04-11-2025,proj-068,sku-100,us-east4,725.44,1563.74,0
14-07-2025,proj-017,sku-130,asia-south1,450.1,399.9,-39.99
03-11-2025,proj-049,sku-122,us-east4,257.42,1825.07,0
30-12-2025,proj-011,sku-101,us-east4,19.01,13.84,0
08-09-2025,proj-051,sku-105,us-east4,670.5,1603.19,-160.319
08-09-2025,proj-013,sku-107,us-east4,956.92,122.38,-24.476
30-06-2025,proj-025,sku-124,australia-southeast1,106.93,2252.72,0
09-01-2025,proj-045,sku-116,us-east4,754.52,1860.3,0
22-03-2026,proj-046,sku-125,asia-south1,153.32,2302.03,-460.406
01-02-2025,proj-010,sku-104,us-east4,792.13,1212.64,0
14-06-2025,proj-066,sku-103,australia-southeast1,370.64,7.03,0
02-03-2025,proj-045,NA,asia-south1,712.09,2335.95,0
30-03-2026,proj-020,sku-108,europe-west1,926.29,671.32,0
25-12-2025,proj-030,sku-113,us-east4,620.18,836.36,-83.636
08-02-2025,proj-004,NA,europe-west1,920.71,1383.45,-138.345
08-10-2025,proj-001,sku-108,europe-west1,235.1,542.6,-54.26
07-04-2025,proj-007,sku-120,us-east4,978.14,2399.62,0
10-02-2025,proj-074,sku-100,australia-southeast1,872.86,324.15,-32.415
18-02-2026,proj-056,sku-109,australia-southeast1,107.66,835.09,0
10-12-2025,proj-041,sku-122,us-central1,413.6,2404.67,0
13-12-2025,proj-048,sku-105,australia-southeast1,927.04,2478.43,-247.843
13-10-2025,proj-014,sku-103,us-central1,78.21,1603.9,0
23-01-2026,proj-024,sku-111,europe-west1,453.82,1961.6,0
09-03-2025,proj-006,sku-102,us-central1,723.62,1442.24,-144.224
16-10-2025,proj-080,sku-124,asia-south1,33.54,1160.62,-232.124
11-10-2025,proj-029,sku-128,europe-west1,752.86,863.91,0
15-12-2025,proj-042,sku-124,australia-southeast1,361.27,588.24,0
16-05-2025,proj-073,sku-116,europe-west1,249.45,665.13,0
06-01-2026,proj-036,sku-116,australia-southeast1,576.01,1217.96,-121.796
25-08-2025,proj-022,sku-126,us-central1,544.38,2358.2,-471.64
19-05-2025,proj-079,sku-120,europe-west1,873.95,2175.06,0
23-04-2026,proj-001,sku-124,europe-west1,676.04,818.39,0
18-03-2025,proj-063,sku-105,australia-southeast1,421.92,2380.22,-238.022
05-02-2025,proj-001,sku-113,europe-west1,650.17,393.93,0
11-02-2025,proj-077,sku-113,us-central1,750.17,1357.88,0
24-09-2025,proj-065,sku-128,europe-west1,937.33,1723.7,0
13-02-2026,proj-002,sku-107,australia-southeast1,704.29,2354.54,0
20-04-2025,proj-044,sku-110,asia-south1,543.92,588.39,0
14-04-2026,proj-072,sku-102,europe-west1,373.04,769.99,0
03-06-2025,proj-039,sku-104,europe-west1,891.49,292.45,0
16-03-2025,proj-059,sku-107,europe-west1,792.54,840.56,-84.056
25-08-2025,proj-054,sku-112,europe-west1,77.27,2094.15,0
17-09-2025,proj-038,sku-114,australia-southeast1,699.57,1039.9,-207.98
17-03-2025,proj-009,NA,us-east4,538.8,2471.91,0
03-05-2026,proj-037,sku-118,us-central1,103.73,991.62,0
21-05-2025,proj-040,sku-110,europe-west1,565,1794.32,-179.432
27-03-2025,proj-069,sku-110,asia-south1,192.59,999.29,-199.858
29-01-2025,proj-073,sku-120,australia-southeast1,708.17,595.88,-59.588
26-02-2025,proj-070,sku-111,us-central1,278.53,445.54,-44.554
19-10-2025,proj-073,sku-102,us-east4,150.43,434.33,0
07-11-2025,proj-029,sku-126,europe-west1,82.06,1614.94,0
17-03-2026,proj-047,sku-109,australia-southeast1,490.85,183.91,0
12-12-2025,proj-064,sku-123,us-central1,199.71,1596.01,0
18-11-2025,proj-039,sku-108,us-east4,855.14,1038.63,-103.863
24-03-2025,proj-075,sku-108,asia-south1,3.1,1657.61,0
19-11-2025,proj-035,sku-110,us-east4,843.65,55.45,0
12-03-2026,proj-043,NA,australia-southeast1,521.14,344.18,-34.418
02-12-2025,proj-037,sku-128,us-east4,922.15,2181.26,0
26-05-2025,proj-037,sku-105,australia-southeast1,204.69,2499.78,0
07-05-2025,proj-006,sku-104,us-east4,102.36,2105.29,0
10-07-2025,proj-051,sku-123,us-central1,625,314.28,0
02-04-2026,proj-042,sku-111,europe-west1,706.76,503.07,0
01-05-2026,proj-072,sku-103,asia-south1,372.65,440.76,0
17-02-2025,proj-041,sku-123,us-east4,13.78,2169.42,0
22-03-2025,proj-078,sku-100,europe-west1,407.02,2067.68,0
23-01-2026,proj-030,sku-129,europe-west1,233.86,1028.7,-102.87
02-01-2025,proj-057,sku-109,asia-south1,347.53,309.97,0
09-03-2025,proj-067,sku-123,us-central1,506.8,2221.42,-222.142
20-01-2025,proj-037,sku-125,us-east4,702.37,1455.15,-145.515
26-01-2025,proj-003,sku-112,us-central1,963.23,2442.75,-488.55
15-05-2026,proj-077,sku-129,australia-southeast1,144.09,705.48,0
22-02-2025,proj-015,sku-123,asia-south1,679.93,93.5,0
04-03-2026,proj-069,sku-116,us-central1,233.29,2455.79,-491.158
08-05-2025,proj-061,sku-106,us-central1,220.78,882.56,0
01-11-2025,proj-060,sku-101,us-east4,633.59,1120.51,0
16-02-2025,proj-016,sku-110,europe-west1,776.02,217.8,0
19-04-2026,,sku-120,australia-southeast1,977.79,1482.58,0
02-05-2026,proj-023,sku-115,us-east4,768.85,650.23,0
20-07-2025,proj-021,sku-130,australia-southeast1,157.4,1703.26,0
21-11-2025,proj-057,NA,us-central1,225.48,1900.13,0
03-01-2025,proj-027,sku-113,us-central1,761.41,719.29,-143.858
19-10-2025,proj-039,sku-130,asia-south1,527.04,1103.73,0
18-05-2025,proj-078,sku-101,asia-south1,295.48,862.54,0
01-10-2025,proj-038,sku-116,europe-west1,471.84,2447.65,0
16-01-2025,proj-080,sku-124,australia-southeast1,914.9,2120.45,-212.045
23-08-2025,proj-041,sku-106,asia-south1,755.62,1053.38,0
20-05-2025,proj-004,sku-109,us-east4,450.75,1284.24,-128.424
12-01-2026,proj-008,NA,us-central1,980.56,2460.06,0
23-05-2025,proj-041,sku-106,asia-south1,794.9,680.19,0
05-03-2025,proj-027,sku-106,asia-south1,5.97,2213.09,0
25-12-2025,proj-055,sku-114,europe-west1,112.46,2353.94,0
09-11-2025,proj-064,sku-110,europe-west1,554.01,1149.95,-114.995
11-01-2025,proj-012,sku-115,australia-southeast1,350.02,619.02,-123.804
21-01-2026,proj-048,sku-121,europe-west1,812.58,388.26,0
27-02-2026,proj-037,sku-115,us-central1,895.7,181.99,0
30-11-2025,proj-069,sku-127,asia-south1,240.73,454.16,0
29-04-2025,proj-048,sku-127,australia-southeast1,763.31,841.75,0
23-02-2026,proj-052,sku-120,europe-west1,535.44,1933.72,-386.744
20-01-2025,proj-048,sku-101,australia-southeast1,392.03,970.91,-97.091
26-06-2025,,sku-116,us-central1,786.8,908.31,-181.662
27-12-2025,proj-004,sku-123,us-central1,564.97,2111.15,-211.115
28-02-2026,proj-063,sku-103,us-central1,635.32,1486.31,0
01-03-2026,proj-060,sku-100,australia-southeast1,62.35,1150.37,-230.074
22-03-2026,proj-078,sku-120,us-east4,585.92,1573.84,-157.384
24-09-2025,proj-075,sku-110,australia-southeast1,300.78,1400.67,-280.134
07-04-2026,proj-061,sku-121,europe-west1,493.34,1111.04,0
15-01-2025,proj-055,sku-118,us-central1,222.09,999.07,-99.907
02-07-2025,proj-070,sku-113,australia-southeast1,614.51,2212.46,-221.246
26-03-2026,proj-009,sku-101,us-east4,147.55,460.98,-46.098
05-03-2026,proj-071,sku-129,australia-southeast1,122.99,394.44,-78.888
20-05-2025,proj-073,sku-124,europe-west1,188.49,2001.87,0
22-11-2025,proj-015,sku-104,us-east4,817.48,301.48,0
02-07-2025,proj-030,sku-127,europe-west1,33.63,2424.52,0
15-11-2025,proj-001,sku-110,asia-south1,729.6,697.45,0
19-02-2026,proj-062,sku-118,europe-west1,56.6,2133.19,-213.319
06-01-2025,proj-043,sku-107,europe-west1,591.9,1617.89,0
17-02-2025,proj-074,sku-107,asia-south1,773.58,2022.82,0
12-01-2025,proj-029,sku-107,asia-south1,231.15,999.33,0
16-04-2025,proj-026,sku-116,us-central1,196.03,507.9,-50.79
18-11-2025,proj-024,NA,australia-southeast1,289.25,2370.29,-474.058
27-04-2026,proj-039,sku-108,australia-southeast1,699.64,1967.09,0
25-03-2025,proj-031,sku-118,europe-west1,254.9,375.13,0
15-05-2026,proj-049,sku-129,us-central1,501.82,1106.64,-110.664
27-12-2025,proj-022,sku-113,australia-southeast1,134.55,826.04,0
26-04-2026,proj-050,sku-127,us-central1,461.25,386.64,0
05-04-2026,proj-024,sku-118,australia-southeast1,624.77,1481.08,0
22-01-2025,proj-017,sku-126,us-central1,71.91,1849.6,0
15-05-2026,proj-050,sku-113,us-central1,815.44,583.95,-116.79
14-01-2025,proj-011,sku-104,us-east4,937.44,1374.65,0
13-10-2025,proj-065,sku-124,europe-west1,193.63,502.09,0
01-03-2025,proj-004,sku-120,australia-southeast1,759.46,1652.49,-165.249
14-06-2025,proj-036,sku-115,europe-west1,313.54,1747.38,0
03-01-2025,proj-053,sku-122,europe-west1,676.76,1256.2,0
13-01-2025,proj-009,sku-109,us-east4,306.75,1661.58,0
11-01-2025,proj-078,sku-125,australia-southeast1,862.36,1747.05,-174.705
11-01-2026,proj-065,sku-124,us-central1,347.17,2280.77,0
21-01-2025,proj-078,sku-106,europe-west1,848.85,2087.36,0
11-11-2025,proj-066,sku-107,us-east4,766.17,2055.29,0
20-04-2025,proj-009,sku-109,asia-south1,196.4,54.33,0
24-02-2025,proj-023,sku-108,asia-south1,157.04,657.05,-65.705
10-04-2025,proj-048,sku-130,us-central1,779.68,482.84,0
09-09-2025,proj-077,sku-102,us-central1,390.36,2484.6,-248.46
05-05-2025,proj-053,sku-111,asia-south1,949.4,1409.81,0
03-02-2026,proj-076,sku-113,europe-west1,942.95,435.26,0
20-09-2025,proj-038,sku-103,us-east4,693.51,1426.13,0
19-05-2025,proj-010,sku-126,australia-southeast1,500.63,1735.51,-173.551
03-01-2025,proj-067,sku-104,europe-west1,195.05,2058.27,0
11-06-2025,proj-075,sku-110,australia-southeast1,882.4,697.34,0
09-12-2025,proj-062,sku-127,asia-south1,82.09,1394.44,0
26-03-2026,proj-019,sku-103,us-east4,370.41,754.55,-75.455
24-12-2025,proj-043,sku-127,us-east4,319.29,1125.4,0
03-03-2026,proj-079,sku-104,us-central1,958.43,1017.69,0
10-03-2025,proj-066,sku-130,asia-south1,118.2,534.93,-53.493
22-08-2025,proj-030,sku-101,us-east4,890.16,733.18,0
07-06-2025,proj-055,sku-105,us-central1,456.49,642.59,0
05-07-2025,proj-073,sku-104,australia-southeast1,47.59,2028.68,0
25-10-2025,proj-003,sku-127,us-central1,728.89,363.72,0
15-04-2026,proj-011,sku-114,us-east4,100.97,2430.06,0
24-01-2025,proj-009,sku-121,us-central1,237.08,1004.49,0
08-10-2025,proj-011,sku-114,us-east4,799.75,564.2,-56.42
05-01-2025,proj-035,NA,europe-west1,154.82,1906.74,0
05-06-2025,proj-044,sku-123,us-central1,325.54,230.16,0
05-02-2025,proj-063,sku-108,us-central1,361.06,2038.22,0
18-12-2025,proj-032,sku-130,us-central1,588.84,777.01,0
20-03-2026,proj-005,sku-130,us-central1,789.95,429.47,0
06-05-2025,proj-060,sku-106,us-central1,230.89,2111.99,-422.398
21-03-2025,proj-027,sku-121,asia-south1,205.86,1488.3,-297.66
25-11-2025,proj-015,sku-109,europe-west1,221.98,1346.23,0
15-02-2026,proj-013,sku-123,europe-west1,381.67,747,0
20-12-2025,proj-028,sku-103,australia-southeast1,535.15,1251.52,0
18-04-2025,proj-014,sku-112,us-central1,13.54,1952.64,0
13-05-2025,proj-067,sku-121,australia-southeast1,780.32,1192.67,-119.267
01-09-2025,proj-059,sku-112,australia-southeast1,926.72,1577.31,0
17-06-2025,proj-028,sku-111,australia-southeast1,843.54,97.12,0
01-02-2025,proj-056,sku-126,asia-south1,37.28,1482.35,-296.47
29-03-2026,proj-043,sku-104,australia-southeast1,524.55,577.19,-115.438
18-11-2025,proj-007,sku-102,australia-southeast1,814.05,1838.14,0
18-12-2025,proj-074,sku-126,europe-west1,344.18,783.93,0
26-07-2025,proj-052,sku-106,asia-south1,897.05,735.64,0
14-08-2025,proj-025,sku-122,us-central1,886.89,1036.44,0
03-09-2025,proj-035,sku-118,asia-south1,141.79,294.24,0
06-06-2025,proj-044,sku-112,us-east4,493.68,1883.92,0
24-04-2025,proj-008,sku-111,australia-southeast1,25.76,1570.2,0
01-01-2026,proj-042,sku-114,australia-southeast1,281.93,701.6,0
04-10-2025,proj-063,sku-121,us-east4,811.89,1931.13,0
13-01-2025,proj-056,sku-125,us-central1,975.14,2403.79,0
10-06-2025,proj-040,sku-120,us-central1,913.33,2142.67,-214.267
04-12-2025,proj-055,sku-120,asia-south1,42.68,1035.63,0
04-05-2026,proj-022,sku-130,us-east4,926.74,736.09,0
26-11-2025,proj-011,sku-106,asia-south1,822.67,20.3,-2.03
25-03-2025,proj-067,sku-113,asia-south1,867.72,646.97,0
13-01-2026,proj-047,sku-106,australia-southeast1,914.84,289.6,-57.92
24-07-2025,proj-036,sku-104,europe-west1,488.23,2070.31,0
05-11-2025,proj-013,sku-123,europe-west1,211.3,1943.55,0
25-03-2025,proj-047,sku-109,us-central1,21.12,1176.84,0
16-01-2025,proj-014,sku-108,australia-southeast1,23.65,292.62,0
11-01-2025,proj-006,NA,us-central1,642.55,1298.89,0
07-09-2025,proj-072,sku-105,us-east4,337.35,1326.32,-132.632
04-09-2025,proj-054,sku-106,europe-west1,495.95,1577.92,0
30-10-2025,proj-030,sku-126,europe-west1,131.42,1314.3,0
03-04-2025,proj-027,sku-123,europe-west1,975.52,248.88,-49.776
10-04-2025,proj-069,sku-121,us-central1,130.03,1597.55,0
17-02-2025,proj-027,sku-103,europe-west1,444.86,2476.37,-247.637
09-12-2025,proj-005,sku-125,us-central1,443.41,1583.68,-316.736
09-02-2026,proj-062,sku-103,australia-southeast1,8.74,907.29,-90.729
20-04-2026,proj-010,sku-101,us-east4,667.83,1554.6,0
05-04-2026,proj-043,sku-116,australia-southeast1,538.26,1396.99,-139.699
30-04-2026,proj-004,sku-102,us-east4,497.55,237.53,0
01-02-2026,proj-080,sku-103,us-east4,818.1,1585.32,0
17-08-2025,proj-001,sku-125,asia-south1,241.21,1632.31,0
07-07-2025,proj-037,sku-123,us-central1,861.11,874.79,0
04-04-2026,proj-013,sku-113,us-central1,864.79,752.1,0
12-02-2025,proj-080,sku-114,us-central1,826.88,1243.18,0
01-01-2025,proj-035,sku-112,europe-west1,341.46,362.2,0
09-11-2025,proj-068,sku-118,us-east4,162.64,229.86,0
22-01-2025,proj-003,sku-110,asia-south1,475.23,1887.01,0
20-05-2025,proj-072,sku-103,us-central1,259.92,457.27,0
11-08-2025,proj-068,sku-114,us-central1,52.28,621.08,0
08-11-2025,proj-014,sku-103,asia-south1,279.54,952.89,-95.289
11-03-2025,proj-007,sku-113,us-central1,469.18,1797.3,0
05-03-2026,proj-028,sku-122,us-east4,112.82,1416.3,0
14-11-2025,proj-044,sku-120,australia-southeast1,944.34,1143.96,-228.792
06-05-2026,proj-021,sku-113,us-east4,656.14,2460.5,0
22-02-2026,proj-063,sku-114,asia-south1,136.43,1177.32,0
01-06-2025,proj-015,sku-129,us-east4,812.08,1467.73,0
07-08-2025,proj-031,sku-129,us-central1,928.1,206.73,-41.346
13-01-2026,proj-046,sku-105,us-east4,262.86,679.53,0
25-10-2025,proj-012,sku-110,australia-southeast1,143.34,732.15,0
01-02-2025,proj-041,sku-110,us-central1,322.54,558.69,0
03-03-2025,proj-074,sku-123,us-central1,832.27,740.78,0
04-07-2025,proj-030,sku-129,us-central1,175.18,1209.11,0
21-02-2025,proj-065,sku-114,us-central1,779.37,2140.71,0
16-04-2026,proj-007,sku-113,europe-west1,716.29,1611.95,-161.195
03-03-2025,proj-054,sku-106,us-central1,651.4,1995.15,0
04-02-2025,proj-042,sku-109,australia-southeast1,433.37,1219.58,0
13-05-2025,proj-048,sku-110,australia-southeast1,366.83,1419.85,0
18-01-2026,proj-040,sku-111,australia-southeast1,85.35,173.17,-17.317
10-10-2025,proj-016,sku-105,us-central1,357.42,353.58,0
29-01-2025,proj-027,sku-111,europe-west1,601.88,2077.92,0
29-01-2026,proj-056,sku-107,us-east4,898.22,2481.96,0
13-12-2025,proj-034,sku-129,us-central1,833.14,1957.12,0
12-09-2025,proj-016,sku-108,asia-south1,32.31,491.91,0
19-06-2025,proj-008,sku-122,australia-southeast1,138.95,61.31,0
28-04-2025,proj-079,sku-112,us-central1,848.5,98.74,0
06-04-2026,proj-035,sku-110,us-east4,939.32,670.89,0
13-03-2026,proj-059,sku-124,australia-southeast1,55.9,2202.38,0
26-01-2026,proj-048,sku-110,us-east4,701.28,533.12,0
17-07-2025,proj-031,sku-130,europe-west1,365.8,1606.74,-160.674
16-10-2025,proj-047,sku-118,us-central1,364.35,345.81,-34.581
13-08-2025,proj-073,sku-104,australia-southeast1,642.7,1766.35,0
25-08-2025,proj-034,sku-111,asia-south1,810.24,367.7,0
25-03-2026,proj-038,sku-104,us-central1,274.91,961.14,0
11-11-2025,proj-051,sku-128,us-central1,705.38,515.16,-103.032
13-04-2025,proj-022,sku-115,asia-south1,635.91,691.66,0
18-12-2025,proj-056,sku-118,us-central1,517.37,1774.71,0
20-01-2025,proj-012,sku-121,us-east4,602.47,1404.13,-280.826
24-01-2025,proj-064,sku-121,us-east4,18.15,252.01,0
29-11-2025,proj-010,sku-130,us-central1,4.17,2086.17,-208.617
31-01-2025,proj-039,sku-108,asia-south1,550.48,1508.82,0
27-01-2026,proj-080,sku-122,europe-west1,524.16,705.86,0
18-02-2026,proj-037,sku-108,australia-southeast1,71.43,997.61,0
10-04-2026,proj-011,sku-114,australia-southeast1,492.08,2205.03,0
04-09-2025,proj-006,sku-106,us-central1,757.55,814.03,-81.403
06-04-2026,proj-023,sku-112,asia-south1,541.25,698.64,-69.864
28-04-2025,proj-073,sku-111,asia-south1,517.66,526.42,0
15-06-2025,proj-001,sku-103,australia-southeast1,717.94,1969.91,-393.982
08-04-2026,proj-012,sku-100,europe-west1,171.93,638.22,0
03-03-2025,proj-037,sku-111,asia-south1,457.53,1185.48,0
05-05-2025,proj-024,sku-100,europe-west1,148.13,25.01,-2.501
27-03-2026,proj-008,sku-130,asia-south1,523.89,2397.75,0
28-01-2025,proj-009,sku-120,us-central1,591.98,2083,0
15-10-2025,proj-040,sku-103,us-central1,121.76,1631.89,0
26-08-2025,proj-047,sku-107,europe-west1,75.61,767.4,0
22-02-2025,proj-042,sku-108,europe-west1,166.82,468.98,0
16-03-2026,proj-070,sku-111,us-east4,586.38,1095.09,0
12-04-2026,proj-030,sku-110,asia-south1,189.7,559.13,-55.913
05-12-2025,proj-034,sku-121,us-east4,275.32,2342.5,0
06-02-2025,proj-007,sku-125,asia-south1,702.58,1833.82,0
26-09-2025,proj-015,sku-102,europe-west1,248.42,1723.87,0
14-05-2026,proj-050,sku-112,asia-south1,397.59,1696.83,0
21-08-2025,proj-029,sku-122,us-central1,928.85,1912.93,0
28-10-2025,proj-040,sku-121,europe-west1,825.01,109.19,0
05-05-2025,proj-079,sku-122,us-east4,255.55,645.79,0
28-04-2026,proj-035,sku-128,australia-southeast1,597.62,1439.05,0
30-01-2025,proj-029,sku-102,us-central1,665.84,546.01,0
25-12-2025,proj-072,sku-125,us-east4,900.25,1499.74,0
17-07-2025,proj-048,sku-113,us-central1,547.51,2396.45,0
30-04-2025,proj-062,sku-116,us-central1,561.33,830.5,0
17-01-2025,,sku-121,us-central1,888.46,1893.45,-189.345
24-06-2025,proj-012,sku-122,australia-southeast1,54.48,1083.72,0
24-03-2026,proj-056,sku-108,europe-west1,628.18,1791.97,0
28-06-2025,proj-021,sku-103,europe-west1,416.71,158.42,-31.684
14-11-2025,proj-073,sku-103,europe-west1,909.77,911.63,-182.326
19-04-2025,proj-054,sku-127,australia-southeast1,960.54,1814.11,0
26-12-2025,proj-046,sku-123,us-central1,170.33,2114.96,0
22-08-2025,proj-044,sku-116,asia-south1,281.54,1041.86,-208.372
17-04-2026,proj-048,sku-126,us-central1,273.53,1377.89,0
13-01-2025,proj-047,sku-106,asia-south1,100.72,2414.94,0
19-09-2025,proj-042,sku-125,europe-west1,483,1137.41,0
14-06-2025,proj-014,sku-129,us-east4,513.13,589.44,0
26-01-2025,proj-031,sku-101,europe-west1,573.02,51.63,0
21-04-2025,proj-069,sku-123,us-central1,662.99,2304.69,-230.469
10-08-2025,proj-033,sku-121,europe-west1,63.01,135.88,0
14-04-2026,proj-019,sku-109,asia-south1,622.52,596.62,0
02-12-2025,proj-060,sku-118,us-central1,913.82,2141.44,0
14-07-2025,proj-003,sku-114,us-east4,455.05,2348.31,-234.831
21-06-2025,proj-057,sku-124,us-east4,106.8,1663.82,-332.764
09-03-2025,proj-035,sku-126,australia-southeast1,86.04,646.75,0
15-07-2025,proj-024,sku-123,europe-west1,281.82,670.45,0
05-01-2026,proj-073,sku-108,asia-south1,752.55,1263.58,-126.358
26-06-2025,proj-070,sku-107,asia-south1,261.07,2335.32,0
09-08-2025,proj-058,sku-125,us-central1,814.35,2367.04,0
31-12-2025,proj-050,sku-100,australia-southeast1,819.68,1076.48,-215.296
09-02-2025,proj-021,sku-120,australia-southeast1,457.17,802.89,0
16-09-2025,proj-050,sku-102,europe-west1,300.86,967.6,0
01-08-2025,proj-062,sku-123,australia-southeast1,597.71,583.99,0
12-05-2025,proj-020,sku-104,australia-southeast1,810.55,430.15,0
14-05-2025,proj-055,sku-126,europe-west1,64.66,1709.73,0
23-03-2026,proj-064,NA,australia-southeast1,953.43,649.62,-129.924
10-08-2025,proj-013,sku-121,asia-south1,645.94,2075.31,0
18-02-2026,proj-063,sku-111,australia-southeast1,398.21,618.25,0
31-05-2025,proj-011,sku-105,australia-southeast1,506.07,1375.37,0
04-08-2025,proj-050,sku-130,europe-west1,385.65,1775.45,0
22-02-2026,proj-012,sku-111,us-east4,412.67,1631.67,0
11-08-2025,proj-007,sku-112,australia-southeast1,595.66,283.43,-28.343
11-05-2026,proj-067,sku-103,australia-southeast1,60.33,687.15,0
29-01-2025,proj-015,sku-111,us-east4,175.46,41.35,0
14-01-2025,proj-031,sku-107,australia-southeast1,227.12,1475.82,0
06-02-2026,proj-063,sku-122,us-east4,407.57,1540.45,0
08-03-2025,proj-002,sku-103,europe-west1,371.12,1189.22,-118.922
25-08-2025,proj-046,sku-113,us-east4,722.23,1585.22,0
29-04-2025,proj-053,sku-123,us-central1,259.25,2128.21,0
16-01-2025,proj-017,sku-106,us-central1,57.17,636.23,0
30-10-2025,proj-021,sku-107,europe-west1,55.54,1345.63,0
19-02-2025,proj-075,sku-101,us-central1,11.41,338.02,0
22-04-2025,proj-031,sku-126,us-east4,38.12,586.85,-58.685
26-05-2025,proj-027,sku-127,us-east4,858.67,762.14,0
08-05-2025,proj-010,sku-104,asia-south1,697.27,1779.72,0
17-01-2025,proj-052,sku-124,australia-southeast1,995.93,367.45,-36.745
04-05-2026,proj-017,sku-122,europe-west1,20.41,1740.78,0
24-12-2025,,sku-102,us-east4,849.02,234.13,0
01-06-2025,proj-061,sku-112,us-central1,696.09,1699.22,-339.844
08-01-2026,proj-074,sku-118,us-central1,640.38,1957.4,-195.74
31-08-2025,proj-070,sku-104,asia-south1,356.6,2254.93,0
03-11-2025,proj-041,sku-114,australia-southeast1,376.79,2075.02,0
27-01-2025,proj-003,sku-129,europe-west1,845.58,1598.72,0
07-11-2025,proj-009,sku-128,australia-southeast1,713.51,1969.12,0
04-05-2026,proj-012,sku-110,us-central1,670.35,1797.08,0
12-09-2025,proj-052,sku-127,us-east4,30.75,1183.24,-118.324
25-10-2025,proj-067,sku-125,asia-south1,184.4,1967.19,0
11-03-2026,proj-051,sku-128,us-east4,962.63,13.35,0
06-01-2026,proj-008,sku-100,asia-south1,454.43,2010.73,0
05-01-2025,proj-076,sku-113,us-central1,781.42,2310.22,0
29-03-2025,proj-013,sku-116,europe-west1,389.39,2284.19,0
06-01-2026,proj-078,sku-103,europe-west1,764.35,2496.4,0
15-05-2026,proj-070,sku-107,europe-west1,119.3,697.02,0
20-02-2026,proj-074,sku-115,asia-south1,42.22,342.03,0
01-01-2025,proj-063,sku-114,us-east4,466.23,1231.38,-123.138
29-08-2025,proj-044,sku-129,australia-southeast1,591.69,856.28,0
04-04-2025,proj-022,sku-102,us-central1,323.77,1143.18,-114.318
28-01-2025,proj-021,sku-115,us-east4,716.03,907.15,0
26-11-2025,proj-011,sku-124,asia-south1,495.87,2137.63,-427.526
01-09-2025,proj-063,sku-127,australia-southeast1,928.32,1356.68,0
04-06-2025,proj-005,sku-118,us-central1,85.08,1982.26,0
12-09-2025,proj-027,sku-115,us-east4,66.66,745.25,0
14-03-2026,proj-053,sku-118,australia-southeast1,905.13,986.74,-98.674
13-02-2026,proj-027,sku-107,us-east4,669.14,715.96,-71.596
06-07-2025,proj-031,sku-108,australia-southeast1,671.15,2428.65,0
07-03-2026,proj-028,sku-112,asia-south1,27.65,1113.55,0
27-04-2025,proj-022,sku-110,us-east4,937.68,1024.34,0
24-02-2026,proj-077,sku-105,asia-south1,771.85,2099.63,0
13-12-2025,proj-053,sku-116,asia-south1,764.34,1892.71,0
10-11-2025,proj-059,sku-127,australia-southeast1,911.94,2300.86,0
10-01-2026,proj-080,sku-128,us-east4,578.2,1885.85,-188.585
27-04-2025,proj-063,sku-129,europe-west1,394.73,867.64,-86.764
19-03-2025,proj-065,sku-123,europe-west1,480.73,754.54,0
10-02-2026,proj-041,NA,asia-south1,777.26,1711.42,0
09-11-2025,proj-037,sku-129,europe-west1,768.75,324.12,0
24-07-2025,proj-040,sku-110,us-east4,609.63,222.06,-44.412
02-03-2025,proj-027,sku-130,australia-southeast1,218.16,1986.13,0
21-12-2025,proj-010,sku-120,us-east4,818.9,1589.76,0
06-11-2025,proj-046,sku-115,australia-southeast1,647.28,547.18,0
17-02-2025,proj-021,sku-102,asia-south1,221.34,1673.75,0
11-02-2026,proj-046,sku-102,us-east4,480.7,773.69,-77.369
16-04-2026,proj-066,sku-116,us-east4,997.21,710.38,0
17-08-2025,proj-035,sku-105,us-east4,328.45,683.56,0
31-10-2025,proj-075,sku-106,us-east4,116.65,1266.93,0
21-11-2025,proj-043,sku-128,asia-south1,21.77,2353.39,0
18-01-2026,proj-060,sku-130,us-central1,184.71,2371.07,-237.107
04-06-2025,proj-024,sku-110,australia-southeast1,187.05,1365.97,0
30-03-2025,proj-018,sku-124,asia-south1,858.08,2171.33,-217.133
17-08-2025,proj-014,sku-126,us-east4,156.24,1263.07,0
12-05-2025,proj-013,sku-105,asia-south1,862.66,1230.16,-123.016
10-01-2025,proj-002,sku-121,asia-south1,86.81,95.45,0
23-08-2025,proj-025,sku-105,us-central1,906.65,1862.75,-372.55
14-09-2025,proj-035,NA,us-central1,256.43,1593.09,0
07-02-2025,proj-060,sku-123,asia-south1,611.54,917.88,0
26-08-2025,proj-035,sku-127,asia-south1,159.81,367.45,-36.745
29-09-2025,proj-015,sku-104,australia-southeast1,390.12,2475.96,0
28-08-2025,proj-078,sku-118,europe-west1,85.86,2041.8,0
02-06-2025,proj-065,sku-111,us-central1,579.57,1568.16,0
21-01-2025,proj-078,sku-123,australia-southeast1,345.94,41.58,-4.158
12-04-2026,proj-051,sku-101,us-central1,852.16,2174.44,0
28-06-2025,proj-061,sku-121,asia-south1,181.9,1524.51,0
12-02-2025,proj-038,sku-120,us-east4,280.06,395.03,0
